material_id,formation_energy_per_atom,error,validation_info
2HPdS2-2,-0.1198120338030848,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Pd'], 'target_elements_found': []}"
2HPdS2-1,-0.2354354499051378,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Pd'], 'target_elements_found': []}"
1BGeF2-1,-1.3891709331076654,Rejection reason: Connectivity issues,"{'total_atoms': 4, 'isolated_atoms': [2], 'isolated_count': 1, 'neighbor_counts': [3, 1, 0, 4], 'closest_neighbor_distances': [2.1670991683708007, 1.7525806619999997, inf, 1.7525806619999997], 'structure_elements': ['F', 'Ge', 'B'], 'target_elements_found': ['B'], 'rejection_reason': 'Connectivity issues'}"
1HHfO2-1,-2.0049236285172998,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Hf'], 'target_elements_found': []}"
1GeNH2-1,0.1832352551852523,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Ge', 'N'], 'target_elements_found': []}"
2FeHS2-1,-0.2655391916961767,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Fe', 'S'], 'target_elements_found': []}"
1HNiS2-1,-0.0934875835396376,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Ni'], 'target_elements_found': []}"
2HMnS2-1,-0.4029063031561684,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Mn'], 'target_elements_found': []}"
2CoHTe2-2,0.0583744429063752,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Co', 'Te'], 'target_elements_found': []}"
2CoHTe2-1,-0.0197123780795447,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Co', 'Te'], 'target_elements_found': []}"
2KTeN2-1,-0.3106462052628105,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [2, 3], 'isolated_count': 2, 'neighbor_counts': [3, 3, 0, 0, 5, 5, 6, 6], 'closest_neighbor_distances': [3.1119336323391846, 3.111933632339183, inf, inf, 3.1119336323391846, 3.111933632339183, 3.415445321441816, 3.4154453880850646], 'structure_elements': ['K', 'Te', 'N'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
2BiHS2-1,-0.2915868736081037,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Bi'], 'target_elements_found': []}"
2BiHO2-1,-1.1567619024962994,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Bi'], 'target_elements_found': []}"
2HNiSe2-2,-0.1070692680937535,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Se', 'Ni'], 'target_elements_found': []}"
2HNiSe2-1,-0.1841155772947917,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Se', 'Ni'], 'target_elements_found': []}"
1HVS2-1,-0.5149194076309733,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'V'], 'target_elements_found': []}"
2LiOC2-1,-0.0825626829693257,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [2, 3], 'isolated_count': 2, 'neighbor_counts': [5, 5, 0, 0, 3, 3, 2, 2], 'closest_neighbor_distances': [2.113639675334549, 2.1136396753345466, inf, inf, 2.181234738072897, 2.181234738072897, 2.1136396753345466, 2.113639675334549], 'structure_elements': ['Li', 'O', 'C'], 'target_elements_found': ['C'], 'rejection_reason': 'Connectivity issues'}"
2CoHS2-1,-0.3294311041816868,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Co'], 'target_elements_found': []}"
2AgHBr2-1,-0.2725798534233736,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Br', 'Ag'], 'target_elements_found': []}"
1AgHBr2-1,-0.2900792284796463,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Br', 'Ag'], 'target_elements_found': []}"
1CrHS2-1,-0.4473265037839677,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Cr'], 'target_elements_found': []}"
2NaON2-1,-0.2577570259473543,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [0, 1], 'isolated_count': 2, 'neighbor_counts': [0, 0, 2, 2, 3, 3, 5, 5], 'closest_neighbor_distances': [inf, inf, 2.5224707953715177, 2.522470795371519, 2.3753191785484975, 2.3753191785484966, 2.3753191785484966, 2.3753191785484975], 'structure_elements': ['Na', 'O', 'N'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
2HInS2-1,-0.4365809074718831,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'In', 'S'], 'target_elements_found': []}"
2HSbSe2-1,-0.1698551010438387,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Sb', 'Se'], 'target_elements_found': []}"
2FeHSe2-1,-0.1059528168759662,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Fe', 'Se'], 'target_elements_found': []}"
2HPdSe2-1,-0.2134865867356556,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Pd', 'Se'], 'target_elements_found': []}"
2HPdSe2-2,-0.105321364618808,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Pd', 'Se'], 'target_elements_found': []}"
2LiNH2-1,-0.5281808971234563,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Li', 'N'], 'target_elements_found': []}"
1CGeH2-1,0.1071460013776413,Rejection reason: Contains multiple target elements: ['C'],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': ""Contains multiple target elements: ['C']"", 'structure_elements': ['H', 'Ge', 'C'], 'target_elements_found': ['C']}"
2HPdO2-2,-0.4417514131139706,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Pd'], 'target_elements_found': []}"
2HPdO2-1,-0.574671042356357,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Pd'], 'target_elements_found': []}"
2CCuN2-1,0.3659340868251535,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [0, 1], 'isolated_count': 2, 'neighbor_counts': [0, 0, 2, 2, 2, 2, 4, 4], 'closest_neighbor_distances': [inf, inf, 1.9916174500138333, 1.9916174500138344, 1.9916255865879826, 1.9916255865879815, 1.9916174500138344, 1.9916174500138333], 'structure_elements': ['Cu', 'C', 'N'], 'target_elements_found': ['C'], 'rejection_reason': 'Connectivity issues'}"
2HMnO2-1,-1.3140707909977951,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Mn'], 'target_elements_found': []}"
2HNiO2-1,-0.8337642724969374,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Ni'], 'target_elements_found': []}"
2AlHS2-1,-0.7396437682095174,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Al', 'S'], 'target_elements_found': []}"
2FeHO2-1,-0.7251342127142788,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Fe', 'O'], 'target_elements_found': []}"
2HNiTe2-2,0.0072033817812204,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Ni', 'Te'], 'target_elements_found': []}"
2HNiTe2-1,-0.0523219332576836,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Ni', 'Te'], 'target_elements_found': []}"
2LiON2-1,-0.3013320549111151,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [2, 3], 'isolated_count': 2, 'neighbor_counts': [5, 5, 0, 0, 2, 2, 3, 3], 'closest_neighbor_distances': [2.0425859533777215, 2.042585953377719, inf, inf, 2.3725439913286066, 2.3725439913286057, 2.0425859533777215, 2.042585953377719], 'structure_elements': ['Li', 'O', 'N'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
1HVO2-1,-1.677032028438319,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'V'], 'target_elements_found': []}"
4AuOH2-1,-0.2892504750926772,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Au'], 'target_elements_found': []}"
2HMnTe2-1,-0.0031699100418203,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Mn', 'Te'], 'target_elements_found': []}"
1NSiH2-1,0.0515373598779911,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Si', 'N'], 'target_elements_found': []}"
1HNiO2-1,-0.6982734359855263,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Ni'], 'target_elements_found': []}"
2HNiS2-2,-0.1737787926341942,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Ni'], 'target_elements_found': []}"
2HNiS2-1,-0.2619908447834858,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Ni'], 'target_elements_found': []}"
2HMnSe2-1,-0.2537595950164304,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Se', 'Mn'], 'target_elements_found': []}"
1CrHO2-1,-1.474062662280069,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 4, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Cr'], 'target_elements_found': []}"
2AlHSe2-1,-0.5220838558804699,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 8, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Al', 'Se'], 'target_elements_found': []}"
1BSiF2-1,-1.5935229403427256,Rejection reason: Connectivity issues,"{'total_atoms': 4, 'isolated_atoms': [2], 'isolated_count': 1, 'neighbor_counts': [3, 1, 0, 4], 'closest_neighbor_distances': [2.0863993447276217, 1.6201232451599994, inf, 1.6201232451599994], 'structure_elements': ['F', 'Si', 'B'], 'target_elements_found': ['B'], 'rejection_reason': 'Connectivity issues'}"
1BBe2O5-1,-1.5901022900162325,Rejection reason: Connectivity issues,"{'total_atoms': 8, 'isolated_atoms': [2], 'isolated_count': 1, 'neighbor_counts': [4, 4, 0, 1, 1, 2, 2, 2], 'closest_neighbor_distances': [1.6217171826017622, 1.621725772709994, inf, 1.6217171826017622, 1.621725772709994, 1.646093889367829, 1.645979765396076, 1.645858884541588], 'structure_elements': ['O', 'B', 'Be'], 'target_elements_found': ['B'], 'rejection_reason': 'Connectivity issues'}"
2CoH2S5-1,-0.0439751092368991,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Co'], 'target_elements_found': []}"
2CdH2S5-1,-0.1061302721820425,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Cd', 'S'], 'target_elements_found': []}"
2ZnH2S5-1,-0.1070085296240033,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Zn'], 'target_elements_found': []}"
2HgH2S5-1,0.0212559742164439,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Hg'], 'target_elements_found': []}"
2MnH2S5-1,-0.0866559033916427,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 16, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'S', 'Mn'], 'target_elements_found': []}"
1AsCuI2S2-1,-0.064490781705618,Rejection reason: Connectivity issues,"{'total_atoms': 6, 'isolated_atoms': [4], 'isolated_count': 1, 'neighbor_counts': [3, 3, 5, 3, 0, 2], 'closest_neighbor_distances': [2.30585109054936, 2.3303461489770214, 2.30585109054936, 2.3069535797934275, inf, 2.819381527683284], 'structure_elements': ['I', 'S', 'Cu', 'As'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
1OSbI2Nb2-1,-0.7185992970922032,Rejection reason: Connectivity issues,"{'total_atoms': 6, 'isolated_atoms': [4], 'isolated_count': 1, 'neighbor_counts': [4, 6, 5, 9, 4, 2], 'closest_neighbor_distances': [2.057601801412084, 2.147796616753623, 2.057601801412084, 2.9470861653400724, 4.095937326868319, 2.8399166009541426], 'structure_elements': ['I', 'Sb', 'O', 'Nb'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
1NLi4O4-1,-1.084302465276422,Rejection reason: Connectivity issues,"{'total_atoms': 9, 'isolated_atoms': [4], 'isolated_count': 1, 'neighbor_counts': [4, 4, 2, 2, 0, 2, 4, 4, 2], 'closest_neighbor_distances': [1.8632914049203089, 1.8632914049203086, 1.8160651973165733, 1.8160651973165738, inf, 2.579253068790705, 1.8160651973165738, 1.8160651973165733, 2.579253068790704], 'structure_elements': ['Li', 'O', 'N'], 'target_elements_found': [], 'rejection_reason': 'Connectivity issues'}"
1CaH4O4-1,-1.0513737581371396,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 9, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'O', 'Ca'], 'target_elements_found': []}"
2AlHSeO4-1,-1.6515470820065137,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 14, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Al', 'O', 'Se'], 'target_elements_found': []}"
2AlHSO4-1,-1.793196006529449,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 14, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Al', 'O', 'S'], 'target_elements_found': []}"
2AlHTeO4-1,-1.7356673642904537,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 14, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'Al', 'O', 'Te'], 'target_elements_found': []}"
2HInSO4-1,-1.319275028086231,Rejection reason: Contains multiple target elements: [],"{'total_atoms': 14, 'isolated_atoms': [], 'isolated_count': 0, 'neighbor_counts': [], 'closest_neighbor_distances': [], 'rejection_reason': 'Contains multiple target elements: []', 'structure_elements': ['H', 'In', 'O', 'S'], 'target_elements_found': []}"
